Adventurous Impulse	ky9y6	30811fb2-5767-4106-9a8d-6091f61969c6
Adverse Conditions	LD7xb	03d86e0b-294f-41b8-a5cd-d3144a019334
Advice from the Fae	k90Mg	d874f345-e623-4317-9aa7-66d14a011303
Advocate of the Beast	LmoZW	b1320400-5aa8-48d6-be84-197b4559456f
Aegar, the Freezing Flame	Yoepb	68011f60-6202-48f4-8255-fb94764e2951
Aegis Angel	k9yw6	3d27e65f-6d55-420e-a843-16097b50f7a2
Aegis Automaton	karlO	e5f9fa2d-4bf4-4fcb-9b76-fd4a9ff5a58c
Aegis of Honor	EJQdR	9561ffdb-f4dd-4b62-a2c2-933498e3a061
Aegis of the Gods	k9VAg	f2b2f381-86a2-42ac-b694-dcde437d574f
Aegis of the Heavens	E5bWB	a94f356d-4714-4500-8fb0-1ac68ec5c1cf
Aegis of the Meek	kANQ5	5d272051-f442-4f6e-8c64-df28b398d2e8
Aegis Turtle	Yl9nj	7003ebae-5d82-4360-ae63-0e51c37977ed
A-Ellywick Tumblestrum	LGlXB	49215be1-88ed-4302-a708-99496d90d175
Aeolipile	EQqn5	533dc518-125b-4286-b0d3-32cb67c4c13b
Aeon Chronicler	k7zoN	5cec8dcc-8ebb-4640-a5f3-90e6e62c27e5
Aeon Engine	k9Ao6	ea4dfdd7-f35a-45d6-9fc7-2c096f92dd5f
Aerathi Berserker	k7DlB	06673800-22a7-4ee3-92fa-7c7cd4865d30
Aerial Assault	kA72J	58e84a4a-034f-4f55-a827-e62f2b61f091
Aerial Caravan	LV82O	adac91af-5165-4779-99f7-e75c83fa5d5d
Aerial Engineer	L4b16	5314bae2-4930-4f8a-8a52-853bc3feb88f
Aerial Formation	kpAzd	fce86785-bc03-451e-8422-8bb53082cc12
Aerial Guide	Ye5mm	b744c138-9b9e-47f6-9d56-feb6a78ce377
Aerial Maneuver	Y2ovd	c63e9c49-3fa4-41ad-9eed-19801df103c6
Aerial Modification	k7XxN	b89cab47-25fb-49ea-bb43-90a0089b6b20
Aerial Predation	k9ZAa	3b405858-83eb-4939-b86d-4ba190fca048
Aerial Responder	EWwOG	8833065e-5022-4f48-b2fd-6fe5647c0a07
Aerial Toastmaster	kXpy1	b7290b56-22c2-4905-8add-0550a12db082
Aerial Volley	E1aZA	c5178301-f766-48d3-af07-6bd6f822c725
Aerie Bowmasters	E6aGR	a6db26b5-d28c-4524-9347-eec412d584bc
Aerie Mystics	Ylzje	ac774ed1-75f0-4c22-adf7-73a64183981a
Aerie Ouphes	kyolX	b2e4cb09-c99f-4a17-a6fd-55c9a169a808
Aerie Worshippers	L3N6q	06c8b3b9-f0fb-4cc1-8916-82ee2c74f089
Aeromoeba	EbxNJ	2a304f7e-0b9e-4ef6-9ad8-34350839f7d9
Aeromunculus	ky69P	671c94c1-df52-4985-ad78-3e1c9c78df18
Aeronaut Admiral	LD7wp	ff15c06c-160d-4960-92d5-6f8e7b33f051
Aeronaut Tinkerer	Lw52K	e145e85d-1eaa-4ec6-9208-ca6491577302
A-Esika's Chariot	EPNM3	44e09a40-3b9d-4b41-a6b9-c20373572341
Aesi, Tyrant of Gyre Strait	EW7Nl	d607b003-6b48-429c-a7fd-45b8dd1bb4f9
Aesthetic Consultation	L4lJ6	0464a507-20e5-42d5-8aca-12504a869f21
Aesthir Glider	kyerD	25afd4a7-4253-4a4e-a105-e92f64460faa
Aether Adept	ErQ1o	1640b76d-15d6-4b08-a34b-c5432259d570
Aether Barrier	Yv0mZ	36298f9f-12cc-43bd-adda-ccabd67a9568
Aetherborn Marauder	EWR8b	fce02ef8-1731-43a9-9bd0-9ec592e3883f
Aether Burst	YnZRp	3d09ea4a-0d3a-40b8-be0f-a31693099c4f
Aether Charge	YoZoz	05df2792-4971-49e8-a8f2-17700e247500
Aether Chaser	LKDao	290cde84-d97a-4737-aff2-c443a4e43f7d
Aether Figment	EP2wp	15fd5ce4-335f-409c-a09e-e17a41c2da71
Aetherflame Wall	Ydd7e	93b14f08-dd93-4a9f-a616-8f8d0b26b966
Aether Flash	Ydqxe	780f9197-e910-4c7a-bb4b-2c4a94903c39
Aetherflux Reservoir	kp2rJ	96b6b2e1-c3e6-464c-8a13-b15deb34e862
Aether Gale	EgPl9	9f04015b-0286-4230-a72f-36c511d89f45
Aethergeode Miner	EbrVJ	80bb3abd-ebaf-4dc2-97eb-ed4a2b005177
Aether Gust	E5pZd	783da808-6698-4e55-9fac-430a6effe2b1
Aether Helix	E5R0b	7d1c653e-f629-4105-a52c-379c5cd78208
Aether Herder	EWrWr	e8744a31-451b-4349-8f62-e2392a72a154
Aether Hub	YeDxy	25ea04d8-5d85-49d3-8d8d-7fe123d0ed6c
Aether Inspector	Lm0JB	f5dcbe97-d582-464e-98e7-dd06d8652606
Aetherize	EPyZ8	a022eacd-1cdd-42d7-8a4c-88e8a6527144
Aetherling	LmMeB	9c93313b-cf43-47e9-a911-717b4d14b0b5
Aethermage's Touch	kp1aw	67f8a6f6-afe3-4126-9d2a-c645f041637a
Aether Meltdown	k96e1	91f99614-45e2-4688-8403-f3a6b9162b08
Aether Membrane	ky3BD	8be64d5d-779e-4c63-baf4-00a07f73fc9f
Aether Mutation	Y8K1O	5386a61c-4928-4bd1-babe-5b089ab8b2d9
Aetherplasm	YjW9l	95bee334-c56e-4221-97ed-bea73a61b812
Aether Poisoner	EPdav	c9b217f1-1621-40d1-8a98-24c1f7cba800
Aether Rift	YdRGe	692c186a-997c-4f7e-a339-bf84884e1019
Aether Searcher	YnDm3	94dcff94-9f25-4ca9-a1f1-5d97de4ab9df
Aethershield Artificer	EPOQR	226f7c45-db9f-4d48-b575-4d2f1904c963
Aether Shockwave	YoBWW	8214d2e9-5aa1-42a7-8f1a-f4eaa2def1b1
Aether Snap	E5aNW	c89eed52-aa5b-4a59-9bc6-cea65e504deb
Aethersnatch	YvoWq	0ce562a9-ca35-4f31-8618-bc26d3d40169
Aethersnipe	E5JGv	f5f04e69-aa5b-495c-ab17-31fc2ff7288a
Aether Spellbomb	LVeyx	a54e8ce9-edd7-4ae7-9521-6fb6727cf63b
Aethersphere Harvester	Lm0Jx	4160bb5f-4b49-4535-94f5-776d7abd1d1a
Aetherspouts	YlpwQ	b5cb6da6-d43b-4ad1-bb77-9eeb6d15240c
Aethersquall Ancient	YdWDe	55127a25-dc64-4f26-ae50-ed7247c22ae6
Aether Sting	Y82pQ	66a09917-50ce-4b51-a5cf-e28e88a45762
Aether Storm	EZqoB	1881a6b8-f73f-4be2-b64f-751d23ead511
Aetherstorm Roc	EPR83	79fb7541-7a27-40a5-aabd-fce26df03485
Aetherstream Leopard	EJWXg	6f3a727a-5eca-44de-aa8f-0d2573db83eb
Aether Swooper	Yxayy	8c34dbe3-3a66-40b3-a5c2-c2d6acb47773
Aether Theorist	LDRJb	882b5580-ee23-4d65-a2b3-82475d6faf8e
Aether Tide	Y8qmw	9aab7526-5825-4f31-92ff-be25ab5af2f5
Aethertide Whale	kAd2x	38722c25-13a7-47af-a4cd-90722f289499
Aethertorch Renegade	EbKyn	e5c443e1-fd13-4627-85a9-8e9a340a2786
Aethertow	kyv2r	c0b34ecd-6dd4-49b0-ab49-3c11f70e0c4a
Aether Tradewinds	YMR5j	26fe4768-fe18-4698-885d-86f5ad150125
Aether Tunnel	kOBQn	5d6178ed-6353-4733-81e1-7b3dc592c3bd
Aether Vial	YeKXQ	c14cdc38-dd46-495e-93bd-d2694b64d5ad
Aether Web	LK7Vd	ce9a6af9-1b39-41e1-bd71-210700b7608b
Aetherwind Basker	kyvW6	fa04d5fa-6ba2-4833-8ea0-1941a03bd3e9
Aetherworks Marvel	EWR8D	884f6948-3e03-48c6-8be2-6f2539386c9d
Aeve, Progenitor Ooze	kq6Py	dfe9b1b8-dffe-427d-be1e-2c6b8395bd54
A-Faceless Haven	LmW3p	728d7bd8-251f-4f94-8487-64bf88baaabc
A-Fates' Reversal	YdOxX	ca09f699-c3e9-436e-b1b3-0fcd1ef3273f
Affa Guard Hound	Ynwdy	f762546c-f5eb-420d-a8f7-c3566cd8f506
Affa Protector	kXRdA	0e54ac79-fbaa-4385-869b-aaf31e33a11f
Affectionate Indrik	EPeap	05f13bda-9157-437d-b58b-20d34d03fc49
Afflict	YnJ9v	20f18447-2853-469b-b3b3-20d6bcafa6e7
Afflicted Deserter	E0ww3	a2c044c0-3625-4bdf-9445-b462394cecae
A-Find the Path	kAK1R	50a223fc-ded8-4675-a72a-74ca6a44a642
Afiya Grove	LR7xJ	c495e1f3-0845-4556-83e6-de8b9d518d1d
Afterlife	k7aNB	258946f2-294a-4ddf-be91-9ff4c94e4bdb
Aftershock	EJWem	41cd7b16-a920-4a92-9f3d-5047df9a5c3e
Agadeem Occultist	L39v1	c592ef76-d612-4cfe-b906-0e63c44d36f8
Agadeem's Awakening	EJMgg	67f4c93b-080c-4196-b095-6a120a221988
Ageless Entity	YBGPR	8fefd7d1-8c70-4d54-be0a-f45833340670
Ageless Guardian	EZGP7	4a5ff6af-402f-4bf6-a75b-dc1e0e40aff6
Ageless Sentinels	Ynd85	ccaa4a19-8eba-4c43-8a9a-636e234df751
Agent of Acquisitions	YxVny	c57def6f-cc2a-4aec-927b-6a561d9fa7a1
Agent of Erebos	Yewj8	1e07a595-5579-4d5a-b07c-84239d690459
Agent of Horizons	LDbBX	cc08576f-1d48-4db4-9bb9-e039f75c98b8
Agent of Masks	EJWv8	7d6ace1f-c056-494d-a41f-75efa54312a5
Agent of Shauku	E1y2B	d8316804-6f8b-423e-a2c3-fa476c095544
Agent of Stromgald	YerlO	4a7506f8-cf09-46ca-ad80-3c398c487ae2
Agent of the Fates	EJAQ4	ecd59977-8788-417d-ba50-e21b8a636bd3
Agent of Treachery	E64b7	cc6686e6-4535-49be-b0b3-e76464656cd2
Aggravate	LK7Qz	999f40a7-b723-42e1-83c1-f45a72a26dd4
Aggravated Assault	YNjmJ	c99c5707-d5f2-4675-bfca-e801e6b0f627
Aggression	LDNvl	f3f26060-0c24-496c-b8e2-4dac7ea6166b
Aggressive Instinct	E6dnR	40ab4bcf-e6b9-4368-97d5-56862713a66a
Aggressive Mammoth	Yjjmg	4e68b3bd-996e-4383-b134-f529bcb768de
Aggressive Mining	EWKa1	e15a3f1a-83af-4541-8d1c-bf7844f969c9
Aggressive Urge	LmwJR	ff69e6a8-f34f-4aea-9a54-c4b64ed3116c
Agility	EZ6lm	5694cb42-7489-40c5-b21a-aeb36636015f
Agitator Ant	kyADr	29d1122e-ac2d-4d95-829b-7b3b54159a4a
A-Goldspan Dragon	k74A9	2dc90624-2914-4d1f-91a6-3079586f27c7
Agonizing Demise	ky2XD	b7621aab-4839-45ef-bfa2-9aa2417bbec0
Agonizing Memories	LDpMX	28bac7a8-d3bb-4032-b30b-db7328e4d2fc
Agonizing Remorse	YneXy	09270c65-546e-4737-a6b7-402cbb87917a
Agonizing Syphon	k7yx1	3532a279-b8e1-4124-bcd7-d7f4c71673eb
Agony Warp	EJWPA	c6bc51eb-4ed8-433f-aee5-4aee31f6ad50
Agoraphobia	YnQ1y	b450de6b-4b2f-4004-be7c-484434f28faf
Agrus Kos, Wojek Veteran	YereQ	c2521942-0ecd-45a9-bac6-04267a2c29ed
Ahn-Crop Champion	LRw0d	2ddda94a-4b2d-47b0-8d2c-3ad70a0d5584
Ahn-Crop Crasher	LwD5Q	dd5db68c-24d5-44ce-9809-e446f26fac5d
Ahn-Crop Invader	ErOJn	2dea2466-5c7f-40ce-b749-100ae89d2c90
A-Hullbreaker Horror	LDnMM	ec43799d-c83c-4774-bd39-3d94d6c8360e
Aid from the Cowl	YlOn9	565cb7fc-cf90-4020-84fe-05ec7b18709d
Aid the Fallen	YdlzX	5f8bc010-f1af-42a2-9009-2039cf3d8f0a
Aim for the Head	Eb12X	1174e8e1-2e8e-4070-9871-7d5d93e0dd56
Aim High	YxQ4m	f7eda02d-ef3e-43e9-a557-8760221ee49a
Ainok Artillerist	EZ4GX	3a4c8964-06e4-4a24-9a7e-9cac0fb8518e
Ainok Bond-Kin	Yobyb	9debad96-f691-4f02-8455-e400931e4d46
Ainok Guide	kq1Pe	c361ea9c-a989-4ded-8b2c-f565aa9d8a1d
Ainok Survivalist	EJO1p	db1a9d18-93ae-4ff9-99dd-569cf2e9f62a
Ainok Tracker	YBb2V	0ff9400d-4842-471f-bf7e-3b21df352e0a
Air Bladder	E1G4a	a7363c6f-53a3-4f41-b451-8120bc24f1ee
Airborne Aid	Yer9P	0aaa43b0-601f-4b99-a328-541b04d5696d
Air-Cult Elemental	Eb0w9	fba82564-a9a9-4ded-a5fa-0e5fab2a3faa
Airdrop Aeronauts	Yd9rz	49827a57-cf10-4a44-a1fd-ac611da39dc9
Airdrop Condor	EgoeZ	ec9796ac-11e2-4295-bf00-f684d0111970
Air Elemental	Er6jV	a27efec0-40c4-48bc-a21a-3af28a6529b5
Air Servant	kAZ20	01007d7f-e29b-49d5-bc60-44b2fb77ed3d
Aisling Leprechaun	YlVae	640a161d-ad7b-4e5b-8f2d-d3753cb9daa3
Ajani, Adversary of Tyrants	EJ0dm	4c565076-5db2-47ea-8ee0-4a4fd7bb353d
Ajani, Caller of the Pride	YxK8n	33e44e04-8330-49ca-906c-bb9bf0bc84ce
Ajani Goldmane	EWK3G	2d911053-a026-4b20-ba2d-dbcc367c1413
Ajani, Inspiring Leader	E0qXj	dba41e5f-66b8-4459-8a07-bbe893216f1e
Ajani, Mentor of Heroes	LKmlK	4a30bcfa-6f95-450f-aea7-885983d7c6a5
Ajani's Aid	Ynvd3	7026c374-0776-403b-86fd-5092677fd5c9
Ajani's Chosen	Yo9Pv	8ea009c1-505e-4307-b8f3-2d37e36507a6
Ajani's Comrade	Eragv	5bebef1c-2f03-4e0a-b3ba-861546ebf8a6
Ajani's Influence	kaVJd	d38ad178-35a5-44ad-b80a-d746f3e6a45c
Ajani's Last Stand	E6yzo	1aebbb57-31b3-4289-815e-4f529e29f3ea
Ajani's Mantra	LVzKl	de4da30d-5c72-4323-b305-7277038b4a05
Ajani's Presence	Ebzwg	e77e2fd5-5c46-4f6b-ac43-ec23fab57a1a
Ajani's Pridemate	EPMrJ	b3656310-093d-4724-a399-7f7010843b1f
Ajani's Sunstriker	LDDvp	373d6799-e031-4043-8437-ed4880be0de9
Ajani Steadfast	kApWO	f9302ba8-7ff2-4eaa-a32d-eedd94f0bb79
